category,description
entertainment,"IF you can get past how flawless Nicole Kidman's eye makeup and blusher look as she suffers Civil War privations, then you can enjoy Anthony Minghella's COLD MOUNTAIN (2003), based on the Charles Frazier novel. Ms. Kidman's character, Ada Monroe, is no Scarlett O'Hara. She spends a lot of time dithering as she waits for the return of Inman (Jude Law), a stunning but shy local boy with whom she shared one long, heart-stopping kiss before he shipped out. Luckily she has the help of Ruby Thewes (Rene Zellweger), an earthy hired hand who knows how to plow, plant, shoot and wring a rooster's neck without blinking an eye. Ms. Zellweger won the best supporting actress Oscar -- Saturday at 9 p.m. and Saturday/Early Sunday at 3:05 a.m. on Starz."
entertainment," Elmer Bernstein, the Academy Award-winning composer of more than 200 film scores, many more memorable than the movies they accompanied, died on Wednesday at his home in Ojai, Calif. He was 82. "
entertainment,"POOR little ''Gilmore Girls.'' This witty, charming show about a 32-year-old single mother and her 16-year-old daughter is one of the best series on the air, and possibly the most underappreciated. When it arrived in the fall, WB scheduled it against ''Friends'' (Thrusdays at 8 p.m.). That was tough enough, and we all know what happened next: gunning for ''friends,'' CBS put the second ''Survivor'' on at the same time. Now ''it's the two Japanese monsters coming at each other,'' said Amy Sherman-Palladino, the ''Gilmore Girls'' creator, who can envision her own show being crushed underfoot. ''It's horrible.''"
politics,"HARRISBURG, Pa. — In the same spot where he spoke to thousands of people at a raucous State Capitol rally demanding an end to pandemic restrictions in April 2020, Doug Mastriano appeared on Saturday before a crowd of just a few dozen — about half of whom were volunteers for his ragtag campaign for governor of Pennsylvania."
politics,"For residents of the four early voting states seeking respite this holiday weekend from the political rantings of a charged relative, the traditional comfort of television might not provide much of an escape."
politics,"Mark Robertson, an Army veteran and business owner, has clinched the Republican nomination for a House seat in Nevada with a large campaign war chest and a message centered on protecting freedom of speech and pushing back against government mandates."
politics,"ATLANTA — The day after Georgia elected a Black descendant of sharecroppers and a young Jewish filmmaker to be U.S. senators, underscoring the rising political power of racial and religious minorities, the forces of white grievance politics struck back."
politics,"For months, the midterm elections appeared to be a clash over rising prices, public safety worries and fears of a looming recession."
politics,You can’t choose your family. And you also can’t choose your neighbors.
politics,ST. LOUIS — An energized Hillary Clinton took aim at Donald J. Trump and Bernie Sanders on Saturday. But at least one shot backfired.
politics,"Joseph R. Biden Jr. holds a nine-point lead over President Trump amid widespread public alarm about the trajectory of the coronavirus pandemic and demand among voters for large-scale government action to right the economy, according to a national poll of likely voters conducted by The New York Times and Siena College."
politics,SEATTLE — Hillary Clinton vowed to “defeat terrorism and radical jihadism around the world” Tuesday as she awoke on the West Coast to news of the terrorist attacks in Brussels.
economy,"DON'T look now, but an important regulatory deadline is approaching that could turn your business upside down -- or, more precisely, inside out -- even if your company never intends to go public."
economy,"ALL businesses can be harmed by embezzlement and other acts of dishonest employees, but small businesses seem especially vulnerable."
economy,"Earlier this week, I had a call with the chief executive of a $5 billion company who has traveled four to five days a week for many years. She sounded utterly exhausted. “When times get tough,” she told me, “the only way I’ve ever known is to muscle through. I just can’t do it anymore. I’ve hit bottom. The problem is that I’ve been numb for so long, I’m honestly not sure if I can find my way back to a sane life.”"
economy,"Last year, Mick McGuire and Daniel S. Loeb agreed on the same thing: Change was needed at Sotheby’s."
economy,"TOY BOX WITH BENCH -- A storage unit, a tool bench with toy tools and a child-size bench. Colorful, fun and practical, $169. At stacksandstacks.com. MARIANNE ROHRLICH"
economy,"AMERICAN IDIOT -- Green Day. (Reprise, $18.98; special edition, $24.98.) A full-fledged rock opera by a punk-pop band. Railing against an America brainwashed by media and materialism, Green Day expands its music to embrace Merseybeat and glam-rock while holding onto its hard-nosed spirit. JON PARELES"
economy,"Tamco Enterprises Inc. said it had been granted an option by Reliance Group Holdings Inc. to buy at $15 a share the 3,541,100 shares of Imperial Corporation of America owned by a Reliance subsidiary."
economy,"LIKE many Americans, Alicia Adrian of Tampa, Fla., dreamed of running her own business. So when Mrs. Adrian, a longtime computer programmer, was offered a chance to take over a Web design firm two years ago, she jumped at it."
economy,"GENERAL ELECTRIC would like you to know that it makes the world's most efficient electric generators, part of its Ecomagination program of clean technologies. BP, which used to be an abbreviation for British Petroleum but is now the company's official name, is promoting itself as ""Beyond Petroleum,"" with solar cells and wind."
economy,"HOMESONGS -- Adem. (Domino, $13.99.) This British singer-songwriter has a warm, slightly croaky voice, and on his lovely solo debut album, he surrounds his strummed guitar with little bells and other stray sounds. (It's recommended for Coldplay fans who might like something quiet and spookier.) These whispery indie-rock songs take hold in a gentle, yet ruthless way."
entertainment,"It's an electric moment in ""THE SHINING"" (1980). A child (Danny Lloyd) briskly pedals his tricycle through a remote, hotel off-season. The camera rides with him, scanning the empty corridors like a bird of prey. His caretaker father (Jack Nicholson) writes a novel. His uneasy mother (Shelley Duvall) hovers. Stanley Kubrick's thickly atmospheric version of Stephen King's eerie tale is overlong and predictable but it has coils. Watch out. It's on THURSDAY at 8 P.M. on Channel 11. Howard Thompson"
